id,url,title,domain,category,resource_type,topics,author,github_repository,image,icon,first_seen,last_seen
L00401,https://deskctl.dev/,deskctl,deskctl.dev,Websites & products,Homepage,,,,,,2026-04-01T00:38:32Z,2026-04-01T00:38:32Z
L00402,https://x.com/raw_works/status/2037556922077823056,Raymond Weitekamp (@raw_works) on X,x.com,Social media & discussions,Social post,,raw_works,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-01T00:38:48Z,2026-04-01T00:38:48Z
L00403,https://x.com/witcheer/status/2037528582298194123,witcheer ☯︎ (@witcheer) on X,x.com,Social media & discussions,Social post,,witcheer,,https://pbs.twimg.com/media/HEXXP4QbMAAzYfr.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-01T00:38:58Z,2026-04-01T00:38:58Z
L00404,https://superturtle.dev/,SuperTurtle Cloud,superturtle.dev,Websites & products,Homepage,Cloud & infrastructure,,,,https://superturtle.dev/favicon.ico,2026-04-01T00:39:15Z,2026-04-01T00:39:15Z
L00405,https://x.com/badlogicgames/status/2037811643774652911,Mario Zechner (@badlogicgames) on X,x.com,Social media & discussions,Social post,,badlogicgames,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-01T00:41:33Z,2026-04-01T00:41:33Z
L00406,https://traces.com/,Traces,traces.com,Websites & products,Homepage,,,,https://traces.com/opengraph-image-12jlf3?4d1a0f152dbe5766,https://traces.com/favicon.ico?favicon.2okm6p385f2ss.ico,2026-04-01T00:41:58Z,2026-07-20T17:57:40Z
L00407,https://github.com/10xapp/core-oss,10xapp/core-oss,github.com,Code & repositories,Repository,,10xapp,10xapp/core-oss,,,2026-04-01T00:42:31Z,2026-04-01T00:42:31Z
L00408,https://x.com/blakeandersonw/status/2038276867464061056,Blake Anderson (@blakeandersonw) on X,x.com,Social media & discussions,Social post,,blakeandersonw,,https://pbs.twimg.com/amplify_video_thumb/2038276800686456832/img/OGfLZUtpMPxj4SYy.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-01T00:42:47Z,2026-04-01T00:42:47Z
L00409,https://x.com/_ashleypeacock/status/2038251328892272804,Ashley Peacock (@_ashleypeacock) on X,x.com,Social media & discussions,Social post,,_ashleypeacock,,https://pbs.twimg.com/media/HElSAZfWkAAeGsW.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-01T00:43:34Z,2026-04-01T00:43:34Z
L00410,https://opentraces.ai/,open traces,opentraces.ai,Websites & products,Homepage,Observability & evaluation; AI models & research,,,https://opentraces.ai/og.png,https://www.opentraces.ai/favicon.ico?favicon.0q25dyehwe~sc.ico,2026-04-01T00:44:17Z,2026-04-21T23:36:02Z
L00411,https://x.com/tomieinlove/status/2009064543239196855,tomie (@tomieinlove) on X,x.com,Social media & discussions,Social post,,tomieinlove,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-01T00:45:06Z,2026-04-01T00:45:06Z
L00412,https://whatcani.run/?device=Apple+M1+Pro%3A10%3AApple+M1+Pro%3A16%3A32,whatcani.run,whatcani.run,Websites & products,Homepage,,,,https://whatcani.run/images/og/home.png,https://www.whatcani.run/favicon.ico?favicon.dc7c8887.ico,2026-04-01T00:45:33Z,2026-04-01T00:45:33Z
L00413,https://x.com/fried_rice/status/2038894956459290963,Chaofan Shou (@Fried_rice) on X,x.com,Social media & discussions,Social post,,Fried_rice,,https://pbs.twimg.com/media/HEubw45WQAA3VRl.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-01T00:46:29Z,2026-04-01T00:46:29Z
L00414,https://x.com/jack/status/2039003879841362278,jack (@jack) on X,x.com,Social media & discussions,Social post,,jack,,https://pbs.twimg.com/media/HEv7_K5WIAEcknc.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-01T00:46:44Z,2026-04-01T00:46:44Z
L00415,https://techcrunch.com/2026/03/30/former-coatue-partner-raises-huge-65m-seed-for-enterprise-ai-agent-startup,Former Coatue partner raises huge $65M seed for enterprise AI agent startup  | TechCrunch,techcrunch.com,Websites & products,Web page,AI agents & automation; AI models & research,,,"https://techcrunch.com/wp-content/uploads/2026/03/Sycamore-Founder-Sri-Viswanath.jpg?resize=1200,800",https://techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient.png?w=180,2026-04-01T00:49:51Z,2026-04-01T00:49:51Z
L00416,https://redpoint.com/reports/2026-market-update,redpoint.com/reports/2026-market-update,redpoint.com,Websites & products,Web page,,,,,,2026-04-01T15:39:17Z,2026-04-01T15:39:17Z
L00417,https://strehl.dev/blog/ship-a-toolbox-not-a-workflow,"Ship a Toolbox, Not a Workflow",strehl.dev,Articles & announcements,Article or announcement,Productivity & collaboration,,,,,2026-04-01T17:26:11Z,2026-04-01T17:26:11Z
L00418,https://github.com/mozilla-ai/cq,mozilla-ai/cq,github.com,Code & repositories,Repository,AI models & research,mozilla-ai,mozilla-ai/cq,,,2026-04-01T19:31:52Z,2026-04-01T19:31:52Z
L00419,https://github.com/yusufkaraaslan/Skill_Seekers,github.com/yusufkaraaslan/Skill_Seekers,github.com,Code & repositories,Repository,,yusufkaraaslan,yusufkaraaslan/Skill_Seekers,,,2026-04-01T20:09:47Z,2026-04-01T20:09:47Z
L00420,https://docs.devin.ai/work-with-devin/deepwiki-mcp,DeepWiki MCP - Devin Docs,docs.devin.ai,Documentation & guides,Documentation,MCP & agent integrations; Agent memory & knowledge; AI models & research,,,https://cognitionai.mintlify.app/mintlify-assets/_next/image?url=%2F_mintlify%2Fapi%2Fog%3Fdivision%3DWorking%2Bwith%2BDevin%26title%3DDeepWiki%2BMCP%26description%3DHow%2Bto%2Buse%2Bthe%2Bofficial%2BDeepWiki%2BMCP%2Bserver%26logoLight%3Dhttps%253A%252F%252Fmintcdn.com%252Fcognitionai%252Fk89q9Lsp7DOurdC0%252Flogo%252Fdevin.png%253Ffit%253Dmax%2526auto%253Dformat%2526n%253Dk89q9Lsp7DOurdC0%2526q%253D85%2526s%253De83fbc727ea2cae8f1b80442fa772c50%26logoDark%3Dhttps%253A%252F%252Fmintcdn.com%252Fcognitionai%252Fk89q9Lsp7DOurdC0%252Flogo%252Fdevin.png%253Ffit%253Dmax%2526auto%253Dformat%2526n%253Dk89q9Lsp7DOurdC0%2526q%253D85%2526s%253De83fbc727ea2cae8f1b80442fa772c50%26primaryColor%3D%25233CA4F2%26lightColor%3D%25233CA4F2%26darkColor%3D%25233CA4F2%26backgroundLight%3D%2523ffffff%26backgroundDark%3D%25230a0c10&w=1200&q=100,https://docs.devin.ai/mintlify-assets/_mintlify/favicons/cognitionai/dj8PFrJ2EWWWpI9M/_generated/favicon/apple-touch-icon.png,2026-04-01T20:54:08Z,2026-04-01T20:54:08Z
L00421,https://projects.dev/,Stripe Projects | Provision and Manage Services from the CLI,projects.dev,Websites & products,Homepage,Developer tools,,,https://projects.dev/assets/images/og/og.jpg,,2026-04-01T22:56:44Z,2026-04-30T15:17:11Z
L00422,https://x.com/adisingh/status/2039134142072496541,Adi Singh (@adisingh) on X,x.com,Social media & discussions,Social post,,adisingh,,https://pbs.twimg.com/media/HEx02OzbEAA7VY8.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-02T00:59:27Z,2026-04-02T00:59:27Z
L00423,https://skills.sh/,The Agent Skills Directory,skills.sh,Websites & products,Homepage,MCP & agent integrations; AI agents & automation,,,https://skills.sh/og.jpeg,,2026-04-02T14:48:31Z,2026-04-02T14:48:31Z
L00424,https://tessl.io/,tessl.io,tessl.io,Websites & products,Homepage,,,,,,2026-04-03T05:05:54Z,2026-04-03T05:05:54Z
L00425,https://steve-yegge.medium.com/gas-town-from-clown-show-to-v1-0-c239d9a407ec,Gas Town: from Clown Show to v1.0,steve-yegge.medium.com,Articles & announcements,Article or announcement,,,,https://miro.medium.com/v2/resize:fit:1200/1*lahvtXYL-5ebP3gOf8ovpA.jpeg,https://miro.medium.com/v2/resize:fill:304:304/10fd5c419ac61637245384e7099e131627900034828f4f386bdaa47a74eae156,2026-04-03T11:33:39Z,2026-04-03T11:33:39Z
L00426,https://github.com/sudocode-ai/sudocode,github.com/sudocode-ai/sudocode,github.com,Code & repositories,Repository,AI models & research,sudocode-ai,sudocode-ai/sudocode,,,2026-04-03T14:59:17Z,2026-04-03T14:59:17Z
L00427,https://blog.cloudflare.com/emdash-wordpress,Introducing EmDash — the spiritual successor to WordPress that solves plugin security,blog.cloudflare.com,Articles & announcements,Article or announcement,Security & identity,,,https://cf-assets.www.cloudflare.com/zkvhlag99gkb/hBSrp5YJXIsn2IwBqdg2m/a22cf1285db3826ca159d83ab81076e0/EmDash-OG.png,https://blog.cloudflare.com/images/favicon-32x32.png,2026-04-03T21:26:25Z,2026-04-03T21:26:25Z
L00428,https://github.com/rivet-dev/agent-os,rivet-dev/agent-os,github.com,Code & repositories,Repository,AI agents & automation,rivet-dev,rivet-dev/agent-os,,,2026-04-03T21:27:05Z,2026-04-03T21:27:05Z
L00429,https://prismml.com/,PrismML — Concentrating intelligence,prismml.com,Websites & products,Homepage,,,,https://cdn.prod.website-files.com/697a3312d33c2cc715ec3899/69cae04a19115963ea13d12d_prism-og-img%20(2).png,https://cdn.prod.website-files.com/697a3312d33c2cc715ec3899/69cc265e96209c5fe2833789_fav-light-96.png,2026-04-03T21:28:09Z,2026-04-03T21:28:09Z
L00430,https://x.com/braintrust/status/2039356267949445230,Braintrust (@braintrust) on X,x.com,Social media & discussions,Social post,,braintrust,,https://pbs.twimg.com/media/HE0l98dakAAJaU0.png:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-03T21:30:41Z,2026-04-03T21:30:41Z
L00431,https://lwn.net/Articles/1065620,lwn.net/Articles/1065620,lwn.net,Articles & announcements,Article or announcement,,,,,,2026-04-03T21:32:34Z,2026-04-03T21:32:34Z
L00432,https://github.com/fly-apps/paperclip-flyio,fly-apps/paperclip-flyio,github.com,Code & repositories,Repository,,fly-apps,fly-apps/paperclip-flyio,,,2026-04-03T21:34:22Z,2026-04-03T21:34:22Z
L00433,https://x.com/realmcore_/status/2039382343581147414,akira (@realmcore_) on X,x.com,Social media & discussions,Social post,,realmcore_,,https://pbs.twimg.com/media/HEuP0yjbUAAC5zc.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-03T21:34:38Z,2026-04-03T21:34:38Z
L00434,https://x.com/karpathy/status/2039805659525644595,Andrej Karpathy (@karpathy) on X,x.com,Social media & discussions,Social post,,karpathy,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-03T21:34:44Z,2026-04-03T21:34:44Z
L00435,https://x.com/densumesh/status/2039765361533637016,Dens Sumesh (@densumesh) on X,x.com,Social media & discussions,Social post,,densumesh,,https://pbs.twimg.com/media/HE3NSrYbIAAVhm8.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-03T21:35:54Z,2026-04-03T21:35:54Z
L00436,https://labs.ramp.com/steer-ai,Steer AI by Ramp Labs,labs.ramp.com,Websites & products,Web page,AI models & research,,,https://labs.ramp.com/steer-ai/og.png,https://labs.ramp.com/favicon-48x48.png,2026-04-03T21:36:13Z,2026-04-03T21:36:13Z
L00437,https://earendil-works.github.io/absurd/quickstart,Quickstart - Absurd,earendil-works.github.io,Websites & products,Web page,,,,https://earendil-works.github.io/absurd/assets/social-preview-1200x630.jpg,https://earendil-works.github.io/absurd/assets/favicon-512.png,2026-04-03T21:36:53Z,2026-04-03T21:36:53Z
L00438,https://blog.exe.dev/a-simple-ui-pattern,A Transparent UI Pattern - exe.dev blog,blog.exe.dev,Articles & announcements,Article or announcement,Design & frontend,,,,https://blog.exe.dev/apple-touch-icon.png,2026-04-03T21:38:08Z,2026-04-03T21:38:08Z
L00439,https://github.com/ironsh/iron-proxy,ironsh/iron-proxy,github.com,Code & repositories,Repository,,ironsh,ironsh/iron-proxy,,,2026-04-03T21:39:08Z,2026-04-03T21:39:08Z
L00440,https://x.com/theodorvaryag/status/2039765900518195382,Chris Allen (@theodorvaryag) on X,x.com,Social media & discussions,Social post,,theodorvaryag,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-03T21:46:37Z,2026-04-03T21:46:37Z
L00441,https://x.com/ryancarson/status/2039786704731541903,Ryan Carson (@ryancarson) on X,x.com,Social media & discussions,Social post,,ryancarson,,https://pbs.twimg.com/media/HE7HDeYbkAAiv84.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-03T21:46:54Z,2026-04-03T21:46:54Z
L00442,https://x.com/neural_avb/status/2039709486538260583,AVB (@neural_avb) on X,x.com,Social media & discussions,Social post,,neural_avb,,https://pbs.twimg.com/media/HE58As2bcAAKDdd.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-03T21:47:08Z,2026-04-03T21:47:08Z
L00443,https://harvey.ai/blog/autonomous-agents-legal-is-next,How Autonomous Agents Will Transform Legal | Harvey,harvey.ai,Articles & announcements,Article or announcement,AI agents & automation; AI models & research,,,https://cdn.sanity.io/images/07s0r5r6/production/238da6a64589767157e2a556fbe8478d798f0dbd-2400x1350.png?w=1200&h=675&fm=jpg,https://www.harvey.ai/icons/brand-favicon.png,2026-04-03T21:47:56Z,2026-04-03T21:47:56Z
L00444,https://aspire.dev/dashboard,"Aspire—Your Stack, Streamlined",aspire.dev,Websites & products,Web page,,,,https://aspire.dev/og-image.png,https://aspire.dev/apple-touch-icon.png,2026-04-03T21:48:12Z,2026-04-03T21:48:12Z
L00445,https://engineering.block.xyz/blog/protecting-our-systems-with-intelligence,Protecting Our Systems with Intelligence,engineering.block.xyz,Articles & announcements,Article or announcement,,,,https://images.ctfassets.net/1wryd5vd9xez/3S6BssqXZyaq3cXDiUjTn/1d7e1ec19e6cbe43977e417dc3be646b/hero.png?fm=webp&q=80&w=1200&fit=fill,https://engineering.block.xyz/blog/favicon.png,2026-04-03T21:48:32Z,2026-04-03T21:48:32Z
L00446,https://runcabinet.com/,Cabinet: Free & Open-Source AI-First Knowledge Base,runcabinet.com,Websites & products,Homepage,Agent memory & knowledge; AI models & research,,,https://runcabinet.com/og.png,https://runcabinet.com/icon.png?icon.056f2tsytotk1.png,2026-04-03T21:48:44Z,2026-06-16T02:11:08Z
L00447,https://github.com/microsoft/agent-framework,microsoft/agent-framework,github.com,Code & repositories,Repository,AI agents & automation,microsoft,microsoft/agent-framework,,,2026-04-04T00:53:20Z,2026-04-04T00:53:20Z
L00448,https://x.com/mitchellh/status/2041566958681014418,Mitchell Hashimoto (@mitchellh) on X,x.com,Social media & discussions,Social post,,mitchellh,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T19:54:01Z,2026-04-07T19:54:01Z
L00449,https://x.com/leonardtang_/status/2040122646197612557,Leonard Tang (@leonardtang_) on X,x.com,Social media & discussions,Social post,,leonardtang_,,https://pbs.twimg.com/media/HE_xBCRbYAIAV80.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:41:45Z,2026-04-07T23:41:45Z
L00450,https://x.com/sarahwooders/status/2040121230473457921,Sarah Wooders (@sarahwooders) on X,x.com,Social media & discussions,Social post,,sarahwooders,,https://pbs.twimg.com/media/HE9HP2sbAAAYlN-.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:41:58Z,2026-04-07T23:41:58Z
L00451,https://github.com/JackChen-me/open-multi-agent,JackChen-me/open-multi-agent,github.com,Code & repositories,Repository,Agent orchestration & workspaces; AI agents & automation,JackChen-me,JackChen-me/open-multi-agent,,,2026-04-07T23:42:34Z,2026-04-07T23:42:34Z
L00452,https://x.com/gauri__gupta/status/2040251170099524025,Gauri Gupta (@gauri__gupta) on X,x.com,Social media & discussions,Social post,,gauri__gupta,,https://pbs.twimg.com/media/HFBOh38aUAAfE11.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:43:07Z,2026-04-07T23:43:07Z
L00453,https://youtube.com/watch?v=5-ekc3eXNvs,AutoResearch explained..,youtube.com,Videos & talks,Video,,,,,https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png,2026-04-07T23:43:39Z,2026-04-07T23:43:39Z
L00454,https://x.com/hwchase17/status/2040467997022884194,Harrison Chase (@hwchase17) on X,x.com,Social media & discussions,Social post,,hwchase17,,https://pbs.twimg.com/media/HFEylQUaIAAA88g.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:43:47Z,2026-04-07T23:43:47Z
L00455,https://locker.dev/,Locker | Open-Source File Storage Platform,locker.dev,Websites & products,Homepage,,,,,https://locker.dev/favicon.ico?favicon.0_bqnuy~6kl_h.ico?dpl=dpl_39UgayET3Rd68ay21Ruke6pHWVEc,2026-04-07T23:44:08Z,2026-04-07T23:44:08Z
L00456,https://github.com/zmeyer44/Locker,zmeyer44/Locker,github.com,Code & repositories,Repository,,zmeyer44,zmeyer44/Locker,,,2026-04-07T23:44:37Z,2026-04-07T23:44:37Z
L00457,https://x.com/ryanlpeterman/status/2038617623030808944,Ryan Peterman (@ryanlpeterman) on X,x.com,Social media & discussions,Social post,,ryanlpeterman,,https://pbs.twimg.com/amplify_video_thumb/2038617454885425152/img/ONxENHJ8ZFDHjT8Y.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:45:09Z,2026-04-07T23:45:09Z
L00458,https://github.com/ruvnet/rvm,ruvnet/rvm,github.com,Code & repositories,Repository,,ruvnet,ruvnet/rvm,,,2026-04-07T23:45:29Z,2026-04-07T23:45:29Z
L00459,https://github.com/glitch-rabin/swarma,glitch-rabin/swarma,github.com,Code & repositories,Repository,,glitch-rabin,glitch-rabin/swarma,,,2026-04-07T23:45:49Z,2026-04-07T23:45:49Z
L00460,https://braintrust.dev/blog/brainstore-architecture,How Brainstore works: architecture for AI observability at scale - Blog - Braintrust,braintrust.dev,Articles & announcements,Article or announcement,Observability & evaluation; AI models & research,,,https://www.braintrust.dev/og?title=How+Brainstore+works%3A+architecture+for+AI+observability+at+scale&description=A+deep+dive+into+the+architecture+of+Brainstore%2C+Braintrust%27s+custom+database+built+for+AI+observability+workloads.&template=blog&v=3,https://www.braintrust.dev/icon180.png?v=2,2026-04-07T23:46:06Z,2026-04-07T23:46:06Z
L00461,https://x.com/essamsleiman/status/2041224799746428944,Essam Sleiman (@essamsleiman) on X,x.com,Social media & discussions,Social post,,essamsleiman,,https://pbs.twimg.com/media/HFPsr_da0AAZCJc.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:46:56Z,2026-04-07T23:46:56Z
L00462,https://x.com/bensig/status/2041236952998171118,Ben Sigman (@bensig) on X,x.com,Social media & discussions,Social post,,bensig,,https://pbs.twimg.com/media/HFPt9Wia8AAiRqy.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:52:10Z,2026-04-07T23:52:10Z
L00463,https://x.com/ivanburazin/status/2041199368296931595,Ivan Burazin (@ivanburazin) on X,x.com,Social media & discussions,Social post,,ivanburazin,,https://pbs.twimg.com/ext_tw_video_thumb/2041199278035537920/pu/img/5ZeEUyHiEMtluAHG.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:54:53Z,2026-04-07T23:54:53Z
L00464,https://github.com/openai/codex-plugin-cc,openai/codex-plugin-cc,github.com,Code & repositories,Repository,AI coding & software development; AI models & research,openai,openai/codex-plugin-cc,,,2026-04-07T23:55:07Z,2026-04-07T23:55:07Z
L00465,https://allthingsdistributed.com/2026/04/s3-files-and-the-changing-face-of-s3.html,S3 Files and the changing face of S3,allthingsdistributed.com,Websites & products,Web page,,,,https://www.allthingsdistributed.com/images/sunflowers.jpg,https://www.allthingsdistributed.com/favicon.ico,2026-04-07T23:56:56Z,2026-04-07T23:56:56Z
L00466,https://aws.amazon.com/s3/features/files,aws.amazon.com/s3/features/files,aws.amazon.com,Websites & products,Web page,,,,,,2026-04-07T23:57:14Z,2026-04-07T23:57:14Z
L00467,https://x.com/jack_w_lindsey/status/2041588505701388648,Jack Lindsey (@Jack_W_Lindsey) on X,x.com,Social media & discussions,Social post,,Jack_W_Lindsey,,https://pbs.twimg.com/media/HFUrdowboAAINcU.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-07T23:58:00Z,2026-04-07T23:58:00Z
L00468,https://arxiv.org/abs/2406.04151,AgentGym: Evolving Large Language Model-based Agents across Diverse Environments,arxiv.org,Research & papers,Research paper or index,AI agents & automation; AI models & research,,,,https://arxiv.org/static/browse/0.3.4/images/icons/apple-touch-icon.png,2026-04-08T00:00:04Z,2026-04-08T00:00:04Z
L00469,https://x.com/claudeai/status/2041927687460024721,Claude (@claudeai) on X,x.com,Social media & discussions,Social post,,claudeai,,https://pbs.twimg.com/media/HFZiwfuWkAEHrrV.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-08T18:31:21Z,2026-04-08T18:31:21Z
L00470,https://x.com/aaronistan/status/2041909335220220252,Aaron Tan (@aaronistan) on X,x.com,Social media & discussions,Social post,,aaronistan,,https://pbs.twimg.com/amplify_video_thumb/2041907751283257346/img/21CCk1JpTmqDVKXB.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-08T18:35:07Z,2026-04-08T18:35:07Z
L00471,https://myworklayer.com/,Worklayer,myworklayer.com,Websites & products,Homepage,,,,https://www.myworklayer.com/og-image-7426.png,https://www.myworklayer.com/favicon.ico?favicon.0rkcs39ri20de.ico,2026-04-08T23:04:53Z,2026-04-08T23:04:53Z
L00472,https://mariozechner.at/posts/2026-04-08-ive-sold-out,I've sold out,mariozechner.at,Articles & announcements,Article or announcement,,,,https://mariozechner.at/posts/2026-04-08-ive-sold-out/media/header.png,,2026-04-09T15:27:54Z,2026-04-09T15:27:54Z
L00473,https://axi.md/,AXI: Agent eXperience Interface,axi.md,Websites & products,Homepage,AI agents & automation,,,https://axi.md/axi-splash.png,,2026-04-09T15:29:18Z,2026-04-09T15:29:18Z
L00474,https://factory.ai/news/factory-desktop,The Factory Desktop App | Factory.ai,factory.ai,Articles & announcements,Article or announcement,AI models & research,,,https://factory.ai/api/og?title=The%20Factory%20Desktop%20App%20%7C%20Factory.ai,https://factory.ai/favicon.ico,2026-04-09T15:29:45Z,2026-04-09T15:29:45Z
L00475,https://x.com/geoffintech/status/2042002590758572377,Geoff Charles (@geoffintech) on X,x.com,Social media & discussions,Social post,,geoffintech,,https://pbs.twimg.com/media/HFaWKQfXAAAYilj.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-09T15:30:17Z,2026-04-09T15:30:17Z
L00476,https://ai.meta.com/blog/introducing-muse-spark-msl,ai.meta.com/blog/introducing-muse-spark-msl,ai.meta.com,Articles & announcements,Article or announcement,AI models & research,,,,,2026-04-09T15:30:37Z,2026-04-09T15:30:37Z
L00477,https://github.com/microsoft/memento,microsoft/memento,github.com,Code & repositories,Repository,,microsoft,microsoft/memento,,,2026-04-09T15:31:33Z,2026-04-09T15:31:33Z
L00478,https://x.com/dimitrispapail/status/2041974013950373901,Dimitris Papailiopoulos (@DimitrisPapail) on X,x.com,Social media & discussions,Social post,,DimitrisPapail,,https://pbs.twimg.com/media/HFY0jEwWIAAMxTd.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-09T15:31:48Z,2026-04-09T15:31:48Z
L00479,https://hyperclaude.cc/gifts/false-claims,The Gift in the Source Map,hyperclaude.cc,Websites & products,Web page,,,,https://hyperclaude.cc/tiles/v3/r1c2.jpg,,2026-04-09T15:32:06Z,2026-04-09T15:32:06Z
L00480,https://github.com/GoogleCloudPlatform/scion,GoogleCloudPlatform/scion,github.com,Code & repositories,Repository,,GoogleCloudPlatform,GoogleCloudPlatform/scion,,https://github.com/favicon.ico,2026-04-09T15:41:31Z,2026-05-07T19:15:27Z
L00481,https://arxiv.org/abs/2604.05018,PaperOrchestra: A Multi-Agent Framework for Automated AI Research Paper Writing,arxiv.org,Research & papers,Research paper or index,Agent orchestration & workspaces; AI agents & automation; AI models & research,,,,https://arxiv.org/static/browse/0.3.4/images/icons/apple-touch-icon.png,2026-04-09T16:23:58Z,2026-04-09T16:23:58Z
L00482,https://factory.strongdm.ai/,StrongDM Software Factory,factory.strongdm.ai,Websites & products,Homepage,AI models & research,,,https://factory.strongdm.ai/images/og-image.png,,2026-04-10T01:37:21Z,2026-04-10T01:37:21Z
L00483,https://github.com/JuliusBrussee/caveman,JuliusBrussee/caveman,github.com,Code & repositories,Repository,,JuliusBrussee,JuliusBrussee/caveman,,https://github.com/favicon.ico,2026-04-10T19:17:17Z,2026-07-03T00:31:37Z
L00484,https://andymatuschak.org/tat,Apps and programming: two accidental tyrannies,andymatuschak.org,Websites & products,Web page,Developer tools,,,https://andymatuschak.org/tat/img/tat-social-1200.jpg,,2026-04-14T13:57:39Z,2026-04-14T13:57:39Z
L00485,https://vercel.com/templates/template/open-agents,vercel.com/templates/template/open-agents,vercel.com,Websites & products,Web page,AI agents & automation,,,,,2026-04-14T16:17:06Z,2026-04-14T16:17:06Z
L00486,https://blog.google/products-and-platforms/products/chrome/skills-in-chrome,Turn your best AI prompts into one-click tools in Chrome,blog.google,Articles & announcements,Article or announcement,MCP & agent integrations; AI models & research,,,https://storage.googleapis.com/gweb-uniblog-publish-prod/images/GoogleChrome_RR_Skills_KeywordHeader-Thumbnai.width-1300.png,https://blog.google/favicon.ico,2026-04-14T18:03:36Z,2026-04-14T18:03:36Z
L00487,https://x.com/igormomentum/status/2041963744503480422,Igor (@igormomentum) on X,x.com,Social media & discussions,Social post,,igormomentum,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:20:11Z,2026-04-14T18:20:11Z
L00488,https://x.com/bholmesdev/status/2042212054304469100,Ben Holmes (@BHolmesDev) on X,x.com,Social media & discussions,Social post,,BHolmesDev,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:20:20Z,2026-04-14T18:20:20Z
L00489,https://x.com/vtrivedy10/status/2041927488918413589,Viv (@Vtrivedy10) on X,x.com,Social media & discussions,Social post,,Vtrivedy10,,https://pbs.twimg.com/media/HFZhRAZXQAAqxsb.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:20:35Z,2026-04-14T18:20:35Z
L00490,https://x.com/caspian_1016/status/2041932284358750713,Caspian 東澔 (@caspian_1016) on X,x.com,Social media & discussions,Social post,,caspian_1016,,https://pbs.twimg.com/amplify_video_thumb/2041929821140480003/img/yE_xnGTh0-0WmgzD.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:21:11Z,2026-04-14T18:21:11Z
L00491,https://x.com/kepano/status/1876646531698512285,kepano (@kepano) on X,x.com,Social media & discussions,Social post,,kepano,,https://pbs.twimg.com/media/GgpjsilXEAAgqzR.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:21:41Z,2026-04-14T18:21:41Z
L00492,https://blueprint.am/,Blueprint.am - AI Hardware Design Tool,blueprint.am,Websites & products,Homepage,Design & frontend; AI models & research,,,https://blueprint.am/favicons/BlueprintOG.png,https://www.blueprint.am/favicons/apple-touch-icon.png,2026-04-14T18:21:58Z,2026-04-14T18:21:58Z
L00493,https://github.com/jo-inc/camofox-browser,jo-inc/camofox-browser,github.com,Code & repositories,Repository,,jo-inc,jo-inc/camofox-browser,,,2026-04-14T18:23:02Z,2026-04-14T18:23:02Z
L00494,https://x.com/leftcurvedev_/status/2042285416624128456,left curve dev (@leftcurvedev_) on X,x.com,Social media & discussions,Social post,,leftcurvedev_,,https://pbs.twimg.com/media/HFelyKWWcAAsz8p.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-04-14T18:23:11Z,2026-04-14T18:23:11Z
